Time,water_flow_lps
2022-03-24 04:00:00+01:00,100.75
2022-03-24 05:00:00+01:00,100.91
2022-03-24 06:00:00+01:00,101.55
2022-03-24 07:00:00+01:00,102.31
2022-03-24 08:00:00+01:00,97.22
2022-03-24 09:00:00+01:00,51.53
2022-03-24 10:00:00+01:00,47.98
2022-03-24 11:00:00+01:00,24.27
2022-03-24 12:00:00+01:00,24.28
2022-03-24 13:00:00+01:00,24.28
2022-03-24 14:00:00+01:00,24.28
2022-03-24 15:00:00+01:00,24.26
2022-03-24 16:00:00+01:00,24.26
2022-03-24 17:00:00+01:00,24.26
2022-03-24 18:00:00+01:00,24.27
2022-03-24 19:00:00+01:00,24.26
2022-03-24 20:00:00+01:00,24.26
2022-03-24 21:00:00+01:00,24.27
2022-03-24 22:00:00+01:00,28.38
2022-03-24 23:00:00+01:00,56.77
2022-03-25 00:00:00+01:00,75.33
2022-03-25 01:00:00+01:00,92.21
2022-03-25 02:00:00+01:00,101.27
2022-03-25 03:00:00+01:00,100.53
2022-03-25 04:00:00+01:00,99.0
2022-03-25 05:00:00+01:00,99.2
2022-03-25 06:00:00+01:00,101.22
2022-03-25 07:00:00+01:00,104.23
2022-03-25 08:00:00+01:00,104.6
2022-03-25 09:00:00+01:00,105.17
2022-03-25 10:00:00+01:00,104.03
2022-03-25 11:00:00+01:00,103.93
2022-03-25 12:00:00+01:00,103.87
2022-03-25 13:00:00+01:00,104.02
2022-03-25 14:00:00+01:00,103.45
2022-03-25 15:00:00+01:00,102.81
2022-03-25 16:00:00+01:00,102.9
2022-03-25 17:00:00+01:00,102.97
2022-03-25 18:00:00+01:00,103.12
2022-03-25 19:00:00+01:00,103.32
2022-03-25 20:00:00+01:00,103.13
2022-03-25 21:00:00+01:00,103.26
2022-03-25 22:00:00+01:00,102.93
2022-03-25 23:00:00+01:00,102.79
2022-03-26 00:00:00+01:00,102.72
2022-03-26 01:00:00+01:00,102.36
2022-03-26 02:00:00+01:00,102.02
2022-03-26 03:00:00+01:00,101.42
2022-03-26 04:00:00+01:00,101.9
2022-03-26 05:00:00+01:00,101.57
2022-03-26 06:00:00+01:00,102.26
2022-03-26 07:00:00+01:00,103.28
2022-03-26 08:00:00+01:00,104.02
2022-03-26 09:00:00+01:00,104.01
2022-03-26 10:00:00+01:00,103.9
2022-03-26 11:00:00+01:00,103.97
2022-03-26 12:00:00+01:00,103.56
2022-03-26 13:00:00+01:00,103.6
2022-03-26 14:00:00+01:00,103.62
2022-03-26 15:00:00+01:00,103.48
2022-03-26 16:00:00+01:00,103.55
2022-03-26 17:00:00+01:00,103.52
2022-03-26 18:00:00+01:00,103.59
2022-03-26 19:00:00+01:00,103.51
2022-03-26 20:00:00+01:00,103.45
2022-03-26 21:00:00+01:00,103.12
2022-03-26 22:00:00+01:00,102.92
2022-03-26 23:00:00+01:00,102.68
2022-03-27 00:00:00+01:00,101.94
2022-03-27 01:00:00+01:00,101.94
2022-03-27 03:00:00+02:00,101.53
2022-03-27 04:00:00+02:00,101.48
2022-03-27 05:00:00+02:00,101.43
2022-03-27 06:00:00+02:00,101.59
2022-03-27 07:00:00+02:00,102.38
2022-03-27 08:00:00+02:00,102.39
2022-03-27 09:00:00+02:00,103.14
2022-03-27 10:00:00+02:00,103.58
2022-03-27 11:00:00+02:00,103.62
2022-03-27 12:00:00+02:00,103.52
2022-03-27 13:00:00+02:00,103.42
2022-03-27 14:00:00+02:00,103.3
2022-03-27 15:00:00+02:00,103.28
2022-03-27 16:00:00+02:00,103.13
2022-03-27 17:00:00+02:00,103.18
2022-03-27 18:00:00+02:00,103.19
2022-03-27 19:00:00+02:00,102.86
2022-03-27 20:00:00+02:00,102.15
2022-03-27 21:00:00+02:00,102.35
2022-03-27 22:00:00+02:00,101.75
2022-03-27 23:00:00+02:00,101.46
2022-03-28 00:00:00+02:00,101.1
2022-03-28 01:00:00+02:00,100.52
2022-03-28 02:00:00+02:00,100.42
2022-03-28 03:00:00+02:00,100.51
2022-03-28 04:00:00+02:00,100.56
2022-03-28 05:00:00+02:00,100.44
2022-03-28 06:00:00+02:00,100.97
2022-03-28 07:00:00+02:00,102.35
2022-03-28 08:00:00+02:00,102.5
2022-03-28 09:00:00+02:00,102.93
2022-03-28 10:00:00+02:00,104.23
2022-03-28 11:00:00+02:00,104.31
2022-03-28 12:00:00+02:00,104.35
2022-03-28 13:00:00+02:00,104.45
2022-03-28 14:00:00+02:00,105.0
2022-03-28 15:00:00+02:00,104.86
2022-03-28 16:00:00+02:00,104.89
2022-03-28 17:00:00+02:00,105.44
2022-03-28 18:00:00+02:00,105.25
2022-03-28 19:00:00+02:00,105.03
2022-03-28 20:00:00+02:00,105.04
2022-03-28 21:00:00+02:00,105.45
2022-03-28 22:00:00+02:00,105.34
2022-03-28 23:00:00+02:00,105.26
2022-03-29 00:00:00+02:00,105.36
2022-03-29 01:00:00+02:00,105.47
2022-03-29 02:00:00+02:00,105.14
2022-03-29 03:00:00+02:00,105.18
2022-03-29 05:00:00+02:00,105.34
2022-03-29 06:00:00+02:00,106.09
2022-03-29 07:00:00+02:00,107.26
2022-03-29 08:00:00+02:00,95.31
2022-03-29 09:00:00+02:00,24.27
2022-03-29 10:00:00+02:00,24.26
2022-03-29 11:00:00+02:00,24.26
2022-03-29 12:00:00+02:00,24.26
2022-03-29 13:00:00+02:00,24.26
2022-03-29 14:00:00+02:00,24.26
2022-03-29 15:00:00+02:00,24.25
2022-03-29 16:00:00+02:00,34.37
2022-03-29 17:00:00+02:00,59.21
2022-03-29 18:00:00+02:00,66.68
2022-03-29 19:00:00+02:00,73.78
2022-03-29 20:00:00+02:00,81.92
2022-03-29 21:00:00+02:00,98.77
2022-03-29 22:00:00+02:00,103.74
2022-03-29 23:00:00+02:00,103.0
2022-03-30 00:00:00+02:00,102.97
2022-03-30 01:00:00+02:00,102.59
2022-03-30 02:00:00+02:00,102.58
2022-03-30 03:00:00+02:00,102.55
2022-03-30 04:00:00+02:00,102.45
2022-03-30 05:00:00+02:00,102.52
2022-03-30 06:00:00+02:00,102.88
2022-03-30 07:00:00+02:00,102.67
2022-03-30 08:00:00+02:00,101.46
2022-03-30 09:00:00+02:00,101.48
2022-03-30 10:00:00+02:00,101.73
2022-03-30 11:00:00+02:00,101.85
2022-03-30 12:00:00+02:00,102.03
2022-03-30 13:00:00+02:00,102.11
2022-03-30 14:00:00+02:00,101.95
2022-03-30 15:00:00+02:00,101.86
2022-03-30 16:00:00+02:00,101.87
2022-03-30 17:00:00+02:00,101.84
2022-03-30 18:00:00+02:00,102.08
2022-03-30 19:00:00+02:00,101.95
2022-03-30 20:00:00+02:00,101.68
2022-03-30 21:00:00+02:00,101.64
2022-03-30 22:00:00+02:00,101.51
2022-03-30 23:00:00+02:00,101.29
2022-03-31 00:00:00+02:00,101.0
2022-03-31 01:00:00+02:00,100.84
2022-03-31 02:00:00+02:00,100.85
2022-03-31 03:00:00+02:00,100.82
2022-03-31 04:00:00+02:00,100.38
2022-03-31 05:00:00+02:00,100.28
2022-03-31 06:00:00+02:00,100.48
2022-03-31 07:00:00+02:00,101.8
2022-03-31 08:00:00+02:00,102.01
2022-03-31 09:00:00+02:00,102.23
2022-03-31 10:00:00+02:00,102.58
2022-03-31 11:00:00+02:00,102.66
2022-03-31 12:00:00+02:00,102.49
2022-03-31 13:00:00+02:00,102.48
2022-03-31 14:00:00+02:00,102.38
2022-03-31 15:00:00+02:00,102.16
2022-03-31 16:00:00+02:00,102.06
2022-03-31 17:00:00+02:00,101.84
2022-03-31 18:00:00+02:00,102.06
2022-03-31 19:00:00+02:00,102.45
2022-03-31 20:00:00+02:00,102.2
2022-03-31 21:00:00+02:00,102.36
2022-03-31 22:00:00+02:00,102.4
2022-03-31 23:00:00+02:00,102.02
2022-04-01 00:00:00+02:00,101.44
2022-04-01 01:00:00+02:00,101.26
2022-04-01 02:00:00+02:00,101.22
2022-04-01 03:00:00+02:00,101.16
2022-04-01 04:00:00+02:00,100.8
2022-04-01 05:00:00+02:00,101.14
2022-04-01 06:00:00+02:00,101.49
2022-04-01 07:00:00+02:00,102.19
2022-04-01 08:00:00+02:00,101.98
2022-04-01 09:00:00+02:00,102.09
2022-04-01 10:00:00+02:00,102.21
2022-04-01 11:00:00+02:00,102.28
2022-04-01 12:00:00+02:00,101.76
2022-04-01 13:00:00+02:00,102.11
2022-04-01 14:00:00+02:00,101.94
2022-04-01 15:00:00+02:00,101.84
2022-04-01 16:00:00+02:00,101.7
2022-04-01 17:00:00+02:00,101.47
2022-04-01 18:00:00+02:00,101.57
2022-04-01 19:00:00+02:00,101.92
2022-04-01 20:00:00+02:00,101.82
2022-04-01 21:00:00+02:00,101.76
2022-04-01 22:00:00+02:00,101.82
2022-04-01 23:00:00+02:00,101.39
2022-04-02 00:00:00+02:00,101.03
2022-04-02 01:00:00+02:00,100.73
2022-04-02 02:00:00+02:00,100.49
2022-04-02 03:00:00+02:00,100.42
2022-04-02 04:00:00+02:00,100.07
2022-04-02 05:00:00+02:00,100.28
2022-04-02 06:00:00+02:00,100.63
2022-04-02 07:00:00+02:00,101.53
2022-04-02 08:00:00+02:00,101.82
2022-04-02 09:00:00+02:00,102.19
2022-04-02 10:00:00+02:00,102.28
2022-04-02 11:00:00+02:00,102.42
2022-04-02 12:00:00+02:00,102.37
2022-04-02 13:00:00+02:00,102.35
2022-04-02 14:00:00+02:00,102.3
2022-04-02 15:00:00+02:00,102.21
2022-04-02 16:00:00+02:00,102.16
2022-04-02 17:00:00+02:00,101.81
2022-04-02 18:00:00+02:00,101.83
2022-04-02 19:00:00+02:00,102.06
2022-04-02 20:00:00+02:00,101.68
2022-04-02 21:00:00+02:00,101.68
2022-04-02 22:00:00+02:00,101.77
2022-04-02 23:00:00+02:00,101.6
2022-04-03 00:00:00+02:00,101.07
2022-04-03 01:00:00+02:00,100.61
2022-04-03 02:00:00+02:00,100.59
2022-04-03 03:00:00+02:00,100.55
2022-04-03 04:00:00+02:00,100.5
2022-04-03 05:00:00+02:00,102.65
2022-04-03 06:00:00+02:00,109.68
2022-04-03 07:00:00+02:00,101.08
2022-04-03 08:00:00+02:00,101.39
2022-04-03 09:00:00+02:00,102.02
2022-04-03 10:00:00+02:00,103.13
2022-04-03 11:00:00+02:00,103.28
2022-04-03 12:00:00+02:00,103.09
2022-04-03 13:00:00+02:00,103.01
2022-04-03 14:00:00+02:00,103.04
2022-04-03 15:00:00+02:00,102.84
2022-04-03 16:00:00+02:00,102.56
2022-04-03 17:00:00+02:00,102.06
2022-04-03 18:00:00+02:00,101.16
2022-04-03 19:00:00+02:00,101.23
2022-04-03 20:00:00+02:00,101.13
2022-04-03 21:00:00+02:00,101.1
2022-04-03 22:00:00+02:00,100.72
2022-04-03 23:00:00+02:00,100.48
2022-04-04 00:00:00+02:00,100.46
2022-04-04 01:00:00+02:00,100.35
2022-04-04 02:00:00+02:00,100.18
2022-04-04 03:00:00+02:00,100.11
2022-04-04 04:00:00+02:00,100.12
2022-04-04 05:00:00+02:00,100.06
2022-04-04 06:00:00+02:00,100.45
2022-04-04 07:00:00+02:00,101.26
2022-04-04 08:00:00+02:00,102.63
2022-04-04 09:00:00+02:00,102.93
2022-04-04 10:00:00+02:00,103.27
2022-04-04 11:00:00+02:00,103.33
2022-04-04 12:00:00+02:00,103.12
2022-04-04 13:00:00+02:00,102.88
2022-04-04 14:00:00+02:00,102.64
2022-04-04 15:00:00+02:00,102.41
2022-04-04 16:00:00+02:00,102.6
2022-04-04 17:00:00+02:00,102.58
2022-04-04 18:00:00+02:00,102.22
2022-04-04 19:00:00+02:00,102.39
2022-04-04 20:00:00+02:00,102.23
2022-04-04 21:00:00+02:00,102.54
2022-04-04 22:00:00+02:00,102.36
2022-04-04 23:00:00+02:00,101.73
2022-04-05 00:00:00+02:00,101.54
2022-04-05 01:00:00+02:00,101.26
2022-04-05 02:00:00+02:00,101.07
2022-04-05 03:00:00+02:00,101.01
2022-04-05 04:00:00+02:00,101.03
2022-04-05 05:00:00+02:00,100.82
2022-04-05 06:00:00+02:00,101.54
2022-04-05 07:00:00+02:00,102.34
2022-04-05 08:00:00+02:00,102.27
2022-04-05 09:00:00+02:00,102.52
2022-04-05 10:00:00+02:00,102.74
2022-04-05 11:00:00+02:00,102.86
2022-04-05 12:00:00+02:00,102.91
2022-04-05 13:00:00+02:00,103.0
2022-04-05 14:00:00+02:00,102.87
2022-04-05 15:00:00+02:00,102.7
2022-04-05 16:00:00+02:00,102.42
2022-04-05 17:00:00+02:00,102.31
2022-04-05 18:00:00+02:00,102.3
2022-04-05 19:00:00+02:00,102.61
2022-04-05 20:00:00+02:00,102.44
2022-04-05 21:00:00+02:00,102.38
2022-04-05 22:00:00+02:00,102.47
2022-04-05 23:00:00+02:00,102.25
2022-04-06 00:00:00+02:00,101.89
2022-04-06 01:00:00+02:00,101.34
2022-04-06 02:00:00+02:00,101.28
2022-04-06 03:00:00+02:00,101.18
2022-04-06 04:00:00+02:00,101.09
2022-04-06 05:00:00+02:00,101.23
2022-04-06 06:00:00+02:00,101.71
2022-04-06 07:00:00+02:00,102.29
2022-04-06 08:00:00+02:00,101.95
2022-04-06 09:00:00+02:00,101.87
2022-04-06 10:00:00+02:00,101.45
2022-04-06 11:00:00+02:00,101.92
2022-04-06 12:00:00+02:00,101.96
2022-04-06 13:00:00+02:00,102.05
2022-04-06 14:00:00+02:00,101.95
2022-04-06 15:00:00+02:00,101.8
2022-04-06 16:00:00+02:00,101.69
2022-04-06 17:00:00+02:00,101.41
2022-04-06 18:00:00+02:00,101.56
2022-04-06 19:00:00+02:00,101.68
2022-04-06 20:00:00+02:00,101.47
2022-04-06 21:00:00+02:00,101.63
2022-04-06 22:00:00+02:00,101.47
2022-04-06 23:00:00+02:00,100.96
2022-04-07 00:00:00+02:00,100.67
2022-04-07 01:00:00+02:00,100.43
2022-04-07 02:00:00+02:00,100.32
2022-04-07 03:00:00+02:00,100.2
2022-04-07 04:00:00+02:00,100.17
2022-04-07 05:00:00+02:00,100.03
2022-04-07 06:00:00+02:00,100.66
2022-04-07 07:00:00+02:00,101.65
2022-04-07 08:00:00+02:00,101.33
2022-04-07 09:00:00+02:00,101.61
2022-04-07 10:00:00+02:00,101.87
2022-04-07 11:00:00+02:00,102.04
2022-04-07 12:00:00+02:00,102.22
2022-04-07 13:00:00+02:00,101.98
2022-04-07 14:00:00+02:00,102.11
2022-04-07 15:00:00+02:00,101.9
2022-04-07 16:00:00+02:00,101.83
2022-04-07 17:00:00+02:00,101.64
2022-04-07 18:00:00+02:00,101.58
2022-04-07 19:00:00+02:00,101.65
2022-04-07 20:00:00+02:00,101.44
2022-04-07 21:00:00+02:00,101.69
2022-04-07 22:00:00+02:00,101.57
2022-04-07 23:00:00+02:00,101.33
2022-04-08 00:00:00+02:00,101.09
2022-04-08 01:00:00+02:00,100.43
2022-04-08 02:00:00+02:00,100.13
2022-04-08 03:00:00+02:00,99.87
2022-04-08 04:00:00+02:00,99.66
2022-04-08 05:00:00+02:00,99.6
2022-04-08 06:00:00+02:00,100.53
2022-04-08 07:00:00+02:00,101.48
2022-04-08 08:00:00+02:00,101.34
2022-04-08 09:00:00+02:00,101.57
2022-04-08 10:00:00+02:00,101.62
2022-04-08 11:00:00+02:00,101.83
2022-04-08 12:00:00+02:00,101.76
2022-04-08 13:00:00+02:00,101.74
2022-04-08 14:00:00+02:00,101.66
2022-04-08 15:00:00+02:00,101.3
2022-04-08 16:00:00+02:00,101.66
2022-04-08 17:00:00+02:00,101.97
2022-04-08 18:00:00+02:00,102.37
2022-04-08 19:00:00+02:00,102.35
2022-04-08 20:00:00+02:00,102.14
2022-04-08 21:00:00+02:00,101.96
2022-04-08 22:00:00+02:00,101.07
2022-04-08 23:00:00+02:00,100.57
2022-04-09 00:00:00+02:00,100.41
2022-04-09 01:00:00+02:00,100.1
2022-04-09 02:00:00+02:00,100.07
2022-04-09 03:00:00+02:00,99.88
2022-04-09 04:00:00+02:00,100.0
2022-04-09 05:00:00+02:00,100.01
2022-04-09 06:00:00+02:00,100.38
2022-04-09 07:00:00+02:00,101.25
2022-04-09 08:00:00+02:00,101.56
2022-04-09 09:00:00+02:00,101.9
2022-04-09 10:00:00+02:00,102.06
2022-04-09 11:00:00+02:00,102.37
2022-04-09 12:00:00+02:00,102.79
2022-04-09 13:00:00+02:00,103.64
2022-04-09 14:00:00+02:00,103.71
2022-04-09 15:00:00+02:00,103.48
2022-04-09 16:00:00+02:00,103.44
2022-04-09 17:00:00+02:00,103.33
2022-04-09 18:00:00+02:00,103.1
2022-04-09 19:00:00+02:00,102.96
2022-04-09 20:00:00+02:00,102.82
2022-04-09 21:00:00+02:00,102.55
2022-04-09 22:00:00+02:00,102.42
2022-04-09 23:00:00+02:00,102.16
2022-04-10 00:00:00+02:00,101.69
2022-04-10 01:00:00+02:00,101.04
2022-04-10 02:00:00+02:00,100.96
2022-04-10 03:00:00+02:00,100.95
2022-04-10 04:00:00+02:00,100.89
2022-04-10 05:00:00+02:00,100.89
2022-04-10 06:00:00+02:00,101.14
2022-04-10 07:00:00+02:00,101.74
2022-04-10 08:00:00+02:00,102.23
2022-04-10 09:00:00+02:00,102.84
2022-04-10 10:00:00+02:00,103.04
2022-04-10 11:00:00+02:00,103.09
2022-04-10 12:00:00+02:00,102.84
2022-04-10 13:00:00+02:00,102.72
2022-04-10 14:00:00+02:00,102.67
2022-04-10 15:00:00+02:00,102.66
2022-04-10 16:00:00+02:00,102.38
2022-04-10 17:00:00+02:00,102.17
2022-04-10 18:00:00+02:00,101.68
2022-04-10 19:00:00+02:00,102.15
2022-04-10 20:00:00+02:00,102.08
2022-04-10 21:00:00+02:00,102.03
2022-04-10 22:00:00+02:00,101.93
2022-04-10 23:00:00+02:00,101.84
2022-04-11 00:00:00+02:00,101.4
2022-04-11 01:00:00+02:00,101.18
2022-04-11 02:00:00+02:00,100.96
2022-04-11 03:00:00+02:00,100.86
2022-04-11 04:00:00+02:00,100.79
2022-04-11 05:00:00+02:00,100.94
2022-04-11 06:00:00+02:00,101.5
2022-04-11 07:00:00+02:00,102.32
2022-04-11 08:00:00+02:00,102.18
2022-04-11 09:00:00+02:00,102.28
2022-04-11 10:00:00+02:00,101.36
2022-04-11 11:00:00+02:00,101.42
2022-04-11 12:00:00+02:00,101.36
2022-04-11 13:00:00+02:00,101.45
2022-04-11 14:00:00+02:00,101.42
2022-04-11 15:00:00+02:00,101.34
2022-04-11 16:00:00+02:00,100.83
2022-04-11 17:00:00+02:00,101.13
2022-04-11 18:00:00+02:00,101.29
2022-04-11 19:00:00+02:00,101.64
2022-04-11 20:00:00+02:00,101.51
2022-04-11 21:00:00+02:00,101.27
2022-04-11 22:00:00+02:00,101.28
2022-04-11 23:00:00+02:00,100.53
2022-04-12 00:00:00+02:00,100.26
2022-04-12 01:00:00+02:00,100.06
2022-04-12 02:00:00+02:00,99.67
2022-04-12 03:00:00+02:00,99.63
2022-04-12 04:00:00+02:00,99.58
2022-04-12 05:00:00+02:00,99.39
2022-04-12 06:00:00+02:00,100.21
2022-04-12 07:00:00+02:00,101.39
2022-04-12 08:00:00+02:00,101.17
2022-04-12 09:00:00+02:00,101.91
2022-04-12 10:00:00+02:00,102.2
2022-04-12 11:00:00+02:00,102.44
2022-04-12 12:00:00+02:00,102.38
2022-04-12 13:00:00+02:00,102.52
2022-04-12 14:00:00+02:00,101.84
2022-04-12 15:00:00+02:00,102.04
2022-04-12 16:00:00+02:00,102.17
2022-04-12 17:00:00+02:00,101.77
2022-04-12 18:00:00+02:00,101.83
2022-04-12 19:00:00+02:00,102.13
2022-04-12 20:00:00+02:00,102.04
2022-04-12 21:00:00+02:00,102.3
2022-04-12 22:00:00+02:00,101.88
2022-04-12 23:00:00+02:00,101.78
2022-04-13 00:00:00+02:00,101.12
2022-04-13 01:00:00+02:00,100.69
2022-04-13 02:00:00+02:00,100.53
2022-04-13 03:00:00+02:00,100.43
2022-04-13 04:00:00+02:00,100.5
2022-04-13 05:00:00+02:00,100.51
2022-04-13 06:00:00+02:00,101.01
2022-04-13 07:00:00+02:00,101.94
2022-04-13 08:00:00+02:00,101.76
2022-04-13 09:00:00+02:00,102.21
2022-04-13 10:00:00+02:00,102.7
2022-04-13 11:00:00+02:00,102.86
2022-04-13 12:00:00+02:00,102.88
2022-04-13 13:00:00+02:00,102.65
2022-04-13 14:00:00+02:00,102.73
2022-04-13 15:00:00+02:00,102.71
2022-04-13 16:00:00+02:00,102.5
2022-04-13 17:00:00+02:00,102.38
2022-04-13 18:00:00+02:00,102.61
2022-04-13 19:00:00+02:00,102.68
2022-04-13 20:00:00+02:00,102.45
2022-04-13 21:00:00+02:00,102.38
2022-04-13 22:00:00+02:00,102.69
2022-04-13 23:00:00+02:00,102.17
2022-04-14 00:00:00+02:00,101.88
2022-04-14 01:00:00+02:00,101.96
2022-04-14 02:00:00+02:00,101.71
2022-04-14 03:00:00+02:00,101.62
2022-04-14 04:00:00+02:00,101.53
2022-04-14 05:00:00+02:00,101.24
2022-04-14 06:00:00+02:00,101.65
2022-04-14 07:00:00+02:00,102.7
2022-04-14 08:00:00+02:00,103.06
2022-04-14 09:00:00+02:00,103.15
2022-04-14 10:00:00+02:00,103.2
2022-04-14 11:00:00+02:00,103.17
2022-04-14 12:00:00+02:00,103.06
2022-04-14 13:00:00+02:00,102.98
2022-04-14 14:00:00+02:00,102.92
2022-04-14 15:00:00+02:00,103.2
2022-04-14 16:00:00+02:00,103.16
2022-04-14 17:00:00+02:00,102.98
2022-04-14 18:00:00+02:00,103.14
2022-04-14 19:00:00+02:00,103.22
2022-04-14 20:00:00+02:00,103.09
2022-04-14 21:00:00+02:00,103.02
2022-04-14 22:00:00+02:00,102.78
2022-04-14 23:00:00+02:00,102.48
2022-04-15 00:00:00+02:00,101.77
2022-04-15 01:00:00+02:00,101.65
2022-04-15 02:00:00+02:00,101.39
2022-04-15 03:00:00+02:00,101.32
2022-04-15 04:00:00+02:00,101.29
2022-04-15 05:00:00+02:00,101.26
2022-04-15 06:00:00+02:00,101.73
2022-04-15 07:00:00+02:00,102.83
2022-04-15 08:00:00+02:00,102.79
2022-04-15 09:00:00+02:00,102.99
2022-04-15 10:00:00+02:00,103.07
2022-04-15 11:00:00+02:00,103.0
2022-04-15 12:00:00+02:00,102.86
2022-04-15 13:00:00+02:00,102.73
2022-04-15 14:00:00+02:00,102.97
2022-04-15 15:00:00+02:00,103.07
2022-04-15 16:00:00+02:00,102.43
2022-04-15 17:00:00+02:00,102.72
2022-04-15 18:00:00+02:00,102.43
2022-04-15 19:00:00+02:00,102.6
2022-04-15 20:00:00+02:00,102.22
2022-04-15 21:00:00+02:00,102.49
2022-04-15 22:00:00+02:00,102.34
2022-04-15 23:00:00+02:00,102.22
2022-04-16 00:00:00+02:00,101.68
2022-04-16 01:00:00+02:00,101.2
2022-04-16 02:00:00+02:00,100.97
2022-04-16 03:00:00+02:00,100.9
2022-04-16 04:00:00+02:00,100.94
2022-04-16 05:00:00+02:00,100.83
2022-04-16 06:00:00+02:00,101.29
2022-04-16 07:00:00+02:00,102.24
2022-04-16 08:00:00+02:00,102.51
2022-04-16 09:00:00+02:00,102.92
2022-04-16 10:00:00+02:00,102.96
2022-04-16 11:00:00+02:00,103.1
2022-04-16 12:00:00+02:00,102.92
2022-04-16 13:00:00+02:00,103.01
2022-04-16 14:00:00+02:00,103.09
2022-04-16 15:00:00+02:00,103.23
2022-04-16 16:00:00+02:00,103.06
2022-04-16 17:00:00+02:00,103.28
2022-04-16 18:00:00+02:00,103.34
2022-04-16 19:00:00+02:00,103.28
2022-04-16 20:00:00+02:00,103.12
2022-04-16 21:00:00+02:00,102.84
2022-04-16 22:00:00+02:00,102.41
2022-04-16 23:00:00+02:00,102.38
2022-04-17 00:00:00+02:00,102.13
2022-04-17 01:00:00+02:00,102.08
2022-04-17 02:00:00+02:00,101.69
2022-04-17 03:00:00+02:00,101.45
2022-04-17 04:00:00+02:00,100.91
2022-04-17 05:00:00+02:00,100.9
